Date,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
2020-01-01,29.8406,29.9315,30.2826
2020-01-02,29.8406,29.9315,30.2826
2020-01-03,29.8997,29.9872,30.3148
2020-01-04,29.8929,29.98176666666667,30.320400000000003
2020-01-05,29.8861,29.976333333333333,30.326
2020-01-06,29.8793,29.9709,30.3316
2020-01-07,29.8849,29.9747,30.3215
2020-01-08,30.022,30.1115,30.4548
2020-01-09,30.0287,30.1202,30.477
2020-01-10,30.0005,30.0935,30.446
2020-01-11,29.975066666666667,30.068266666666666,30.419333333333334
2020-01-12,29.94963333333333,30.043033333333334,30.392666666666667
2020-01-13,29.9242,30.0178,30.366
2020-01-14,29.9968,30.0895,30.4261
2020-01-15,29.9993,30.0864,30.4331
2020-01-16,30.0152,30.1091,30.4544
2020-01-17,30.2028,30.2921,30.6145
2020-01-18,30.1786,30.2691,30.601
2020-01-19,30.1544,30.2461,30.587500000000002
2020-01-20,30.1302,30.2231,30.574
2020-01-21,30.0952,30.1873,30.5348
2020-01-22,30.1325,30.2229,30.5741
2020-01-23,30.1802,30.2751,30.6139
2020-01-24,30.2525,30.3432,30.6763
2020-01-25,30.301133333333333,30.3924,30.726733333333335
2020-01-26,30.349766666666667,30.4416,30.777166666666666
2020-01-27,30.3984,30.4908,30.8276
2020-01-28,30.5183,30.6056,30.9438
2020-01-29,30.6222,30.7095,31.0306
2020-01-30,30.92,31.0058,31.3219
2020-01-31,30.8734,30.9654,31.2959
2020-02-01,30.887866666666667,30.980999999999998,31.3153
2020-02-02,30.90233333333333,30.9966,31.334699999999998
2020-02-03,30.9168,31.0122,31.3541
2020-02-04,30.7538,30.8482,31.1895
2020-02-05,30.831,30.924,31.2612
2020-02-06,30.8352,30.9183,31.2457
2020-02-07,30.925,31.012,31.3462
2020-02-08,30.9282,31.016925,31.355175
2020-02-09,30.9314,31.02185,31.364150000000002
2020-02-10,30.9346,31.026775,31.373125
2020-02-11,30.9378,31.0317,31.3821
2020-02-12,30.9152,31.0033,31.3299
2020-02-13,30.8944,30.9817,31.3194
2020-02-14,30.887,30.9801,31.3263
2020-02-15,30.894433333333335,30.9873,31.333566666666666
2020-02-16,30.901866666666667,30.9945,31.340833333333332
2020-02-17,30.9093,31.0017,31.3481
2020-02-18,30.9637,31.0511,31.3899
2020-02-19,30.9284,31.0169,31.3618
2020-02-20,31.0463,31.1413,31.4741
2020-02-21,31.3281,31.4222,31.7577
2020-02-22,31.372633333333333,31.466633333333334,31.804966666666665
2020-02-23,31.417166666666667,31.511066666666665,31.852233333333334
2020-02-24,31.4617,31.5555,31.8995
2020-02-25,31.3818,31.475,31.8135
2020-02-26,31.5922,31.6797,32.0174
2020-02-27,31.545,31.639,31.989
2020-02-28,31.3791,31.4646,31.7804
2020-02-29,31.30036666666667,31.387833333333333,31.706500000000002
2020-03-01,31.221633333333333,31.31106666666667,31.6326
2020-03-02,31.1429,31.2343,31.5587
2020-03-03,31.2434,31.336,31.6687
2020-03-04,31.1285,31.2134,31.5423
2020-03-05,31.1829,31.2718,31.6017
2020-03-06,31.3313,31.4269,31.7513
2020-03-07,31.302766666666667,31.3949,31.7177
2020-03-08,31.27423333333333,31.3629,31.6841
2020-03-09,31.2457,31.3309,31.6505
